I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
9799	Tsu	2011	3	11	5	46	 24.1	30	 9.1	 9.1	 8.3	 7.2					JAPAN		JAPAN:  HONSHU	  38.297	  142.372	30	    1476	4			      6152	4	  220000.000	4	127511	4	273796	4	   18453	4			6152	4	  220085.456	4	127511	4	273796	4
9801		2011	3	24	13	55	 12.0	8	 6.8	 6.8	 7.1	 6.3	7.2				MYANMAR (BURMA)		MYANMAR:  TACHILEK	  20.687	   99.822	60	      75	2			       123	3	       3.600	2			10104	4	      75	2			123	3	       3.600	2			10104	4
9804	Tsu	2011	4	7	14	32	 43.2	42	 7.1	 7.1	 7.0	 6.9					JAPAN		JAPAN: NEAR E COAST HONSHU	  38.276	  141.588	30	       3	1			       132	3		1					       3	1			132	3		1				
9841		2011	4	11	8	16	 12.7	11	 6.6	 6.6	 6.5	 6.4					JAPAN		JAPAN:  HONSHU	  37.001	  140.401	30	       7	1						1	3	1			       7	1						1	3	1		
9858		2011	6	13	2	20	 49.3	6	 6.0	 6.0	 6.0	 6.0					NEW ZEALAND		NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY	 -43.564	  172.743	170	       1	1			        45	1	    3000.000	4	100	2			       1	1			45	1	    3000.000	4	100	2		
9829		2011	7	19	19	35	 43.4	20	 6.1	 6.1	 6.2	 6.1					UZBEKISTAN		UZBEKISTAN:  FARGONA, VIOLYATI	  40.081	   71.410	40	      14	1			        86	2		1		2			      14	1			86	2		1		2		
9840		2011	9	5	17	55	 11.2	91	 6.7	 6.7		 6.6					INDONESIA		INDONESIA:  SUMATRA	   2.965	   97.893	60	      10	1						1				2	      10	1						1				2
9842		2011	9	18	12	40	 51.8	50	 6.9	 6.9	 6.7	 6.6					INDIA		INDIA:  SIKKIM	  27.730	   88.155	60	     111	3			       177	3	      22.300	3	6000	4	6000	4	     111	3			177	3	      22.300	3		4	6000	4
9843		2011	9	19	18	33	 55.8	9	 5.6	 5.6	 5.3	 5.1					GUATEMALA		GUATEMALA:  CUILAPA SANTA ROSA	  14.186	  -90.238	100	       1	1						1					       1	1						1				
9845		2011	10	23	10	41	 22.9	16	 7.1	 7.1	 7.3	 6.9					TURKEY		TURKEY:  ERCIS, VAN	  38.722	   43.513	140	     604	3			      2608	4	    1500.000	4	5739	4	4882	4	     604	3			2608	4	    1500.000	4	5739	4	4882	4
9886		2011	10	28	18	54	 34.0	24	 6.9	 6.9	 6.9	 6.5					PERU		PERU:  SAN VICENTE DE CANETE	 -14.438	  -75.966	160	       1	1			       103	3		2	134	3			       1	1			103	2		2	134	3		
9852		2011	11	9	19	23	 33.2	5	 5.7	 5.7	 5.6	 5.6					TURKEY		TURKEY:  VAN	  38.429	   43.229	140	      40	1						1		1			      40	1						1		1		
9853		2011	12	11	1	47	 25.9	54	 6.4	 6.4		 6.2					MEXICO		MEXICO:  GUERRERO	  17.844	  -99.963	150	       2	1			         5	1		2			70	2	       2	1			5	1		2			70	2
9870		2012	2	6	3	49	 12.5	11	 6.7	 6.7	 6.6	 6.3					PHILIPPINES		PHILIPPINES:  NEGROS ORIENTAL PROVINCE	   9.999	  123.206	170	      51	2	62	2	       112	3	      15.000	3	15000	4			      51	2	62	2	112	3	      15.000	3	15000	4		
9876	Tsu	2012	3	20	18	2	 47.4	20	 7.4	 7.4	 7.6	 6.6				8	MEXICO		MEXICO:  GUERRERO, OAXACA	  16.493	  -98.231	150	       2	1			        13	1		3	800	3			       2	1			13	1		3	800	3		
9920		2012	3	25	22	37	  6.0	41	 7.2	 7.2	 7.0	 6.5					CHILE		CHILE:  PARRAL, SANTIAGO	 -35.200	  -72.217	160	       1	1			        14	1		1				2	       1	1			14	1		1				2
9879	Tsu	2012	4	11	8	38	 36.7	20	 8.6	 8.6	 8.5	 7.4					INDONESIA		INDONESIA:  N SUMATRA:  OFF WEST COAST	   2.327	   93.063	60	      10	1			        12	1		1				2	      10	1			12	1		1				2
9884		2012	4	17	3	50	 15.6	29	 6.7	 6.7	 6.2	 6.2					CHILE		CHILE:  VALPARAISO	 -32.625	  -71.365	160	       2	1						1				2	       2	1						1				2
9931		2012	5	12	23	48	 43.5	10	 5.7	 5.7	 5.7	 6.0					TAJIKISTAN		TAJIKISTAN	  38.612	   70.354	40	       1	1						2		3			       1	1						2		3		
9902		2012	5	20	2	3	 52.0	6	 6.1	 6.1	 6.0	 5.8					ITALY		ITALY:  EMILIA ROMAGNA:  MIRANDOLA	  44.890	   11.230	130	       7	1				1		4				3	       7	1			50	1		4				3
9901		2012	5	29	7	0	  3.0	10	 5.9	 5.9	 5.8	 5.9					ITALY		ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO	  44.851	   11.086	130	      17	1			       350	3	   15800.000	4					      17	1			350	3	   15800.000	4				
9922		2012	6	11	5	29	 11.5	16	 5.8	 5.8	 5.6	 5.6					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH	  36.023	   69.351	40	      75	2			        13	1		2	143	3	593	3	      75	2			13	1		2	143	3	593	3
9919		2012	6	24	7	59	 34.8	10	 5.5	 5.5	 5.3	 5.5					CHINA		CHINA:  YUNNAN AND SICHUAN PROVINCES	  27.767	  100.781	30	       4	1			       394	3		4	6768	4			       4	1			394	3		4	6768	4		
9951		2012	7	25	0	27	 45.2	22	 6.5	 6.5	 6.5	 5.9					INDONESIA		INDONESIA: BANDA ACEH	   2.707	   96.045	60	       1	1						1			20	1	       1	1						1			20	1
9928		2012	8	11	12	23	 18.1	11	 6.5	 6.5	 6.7	 6.2					IRAN		IRAN:  AHAR, HARIS, VARZAGAN	  38.329	   46.826	140	     306	3			      3000	4		4		4		4	     306	3			3000	4		4		4		4
9938		2012	8	18	9	41	 52.4	10	 6.3	 6.3	 6.1	 5.8					INDONESIA		INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG	  -1.315	  120.096	170	       6	1			        43	1		4	471	3	1097	4	       6	1			43	1		4	471	3	1097	4
9935	Tsu	2012	8	31	12	47	 33.3	28	 7.6	 7.6	 7.6	 7.2					PHILIPPINES		PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN	  10.811	  126.638	170	       1	1			         1	1	        .300	1		1			       1	1			1	1	        .300	1		1		
9936	Tsu	2012	9	5	14	42	  7.8	35	 7.6	 7.6	 7.7	 6.8					COSTA RICA		COSTA RICA:  NICOYA	  10.085	  -85.315	100	       2	1			        20	1		1		2			       2	1			20	1		1		2		
9937		2012	9	7	3	19	 42.5	10	 5.6	 5.6	 5.4	 5.6					CHINA		CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG	  27.575	  103.983	30	      81	2			       821	3	    1000.000	4	37000	4	133000	4	      81	2			821	3	    1000.000	4	37000	4	133000	4
9942	Tsu	2012	11	7	16	35	 46.9	24	 7.3	 7.3	 7.4	 6.6					GUATEMALA		GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU	  13.988	  -91.895	100	      48	2			       155	3		3	2769	4	7561	4	      48	2			155	3		3	2769	4	7561	4
9943		2012	11	11	1	12	 38.8	14	 6.8	 6.8	 6.7	 6.3					MYANMAR (BURMA)		MYANMAR (BURMA):  SHWEBO	  23.005	   95.885	60	      26	1			       230	3		2	251	3			      26	1			230	3		2	251	3		
9945		2012	12	5	17	8	 13.5	14	 5.7	 5.7	 5.6	 5.6					IRAN		IRAN:  KHORASAN PROVINCE	  33.506	   59.571	140	       8	1			        12	1		1				1	       8	1			12	1		1				1
9957		2013	1	21	22	22	 52.7	12	 6.1	 6.1	 6.0	 5.8					INDONESIA		INDONESIA:  SUMATERA:  N	   4.927	   95.907	60	       1	1			        15	1		1			71	2	       1	1			15	1		1			71	2
9975		2013	3	27	2	3	 19.8	19	 6.0	 6.0	 5.8	 5.8					TAIWAN		TAIWAN:  NANTOU COUNTY, TAIPEI	  23.828	  121.215	30	       1	1			        86	2	       1.128	2				3	       1	1			86	2	       1.128	2				3
9974		2013	4	9	11	52	 49.9	12	 6.3	 6.3	 6.3	 5.9					IRAN		IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA	  28.428	   51.593	140	      37	1			       850	3		2		3	700	3	      37	1			850	3		2		3	700	3
9976		2013	4	16	10	44	 20.1	80	 7.7	 7.7		 7.0					IRAN		IRAN; PAKISTAN:  MASHKAL	  28.033	   61.996	140	      40	1			       300	3		3			1000	3	      40	1			300	3		3			1000	3
9978		2013	4	20	0	2	 47.5	14	 6.6	 6.6	 6.7	 6.5					CHINA		CHINA:  SICHUAN PROVINCE:  LONGMEN	  30.308	  102.888	30	     196	3	21	1	     11470	4		3		3		3	     196	3	21	1	11470	4		3		3		3
9983		2013	4	24	9	25	 30.0	64	 5.5	 5.5	 5.6	 5.6					AFGHANISTAN		AFGHANISTAN:  KAMA	  34.526	   70.220	40	      18	1			       141	3		2			676	3	      18	1			141	3		2			676	3
9991		2013	5	1	6	57	 13.4	15	 5.7	 5.7	 5.6	 5.6					INDIA		INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN	  33.061	   75.863	60	       3	1			        90	2	      19.500	3	1136	4	95532	4	       3	1			90	2	      19.500	3	1136	4	95532	4
9994		2013	5	11	2	8	  8.5	15	 6.1	 6.1	 6.5	 5.9					IRAN		IRAN:  HORMOZGAN: BASHAGARD	  26.560	   57.770	140	       1	1			        20	1		2			400	3	       1	1			20	1		2			400	3
10002		2013	6	2	5	43	  3.4	17	 6.3	 6.3	 6.2	 6.1					TAIWAN		TAIWAN:  JENAI	  23.789	  121.141	30	       4	1			        21	1		1					       4	1			21	1		1				
10005		2013	7	2	7	37	  2.6	13	 6.1	 6.1	 6.2	 5.9					INDONESIA		INDONESIA:  BANDA ACEH	   4.645	   96.665	60	      42	1			      2500	4		3	20401	4			      42	1	6	1	2500	4		3	20401	4		
10018		2013	7	21	23	45	 56.6	8	 6.0	 6.0	 6.2	 6.1					CHINA		CHINA:   GANSU:  DINGXI, MIN	  34.512	  104.262	30	      94	2	5	1	      1001	4	    1968.000	4		4	22496	4	      94	2	5	1	1001	4		4	1968	4	22496	4
10031		2013	8	31	0	4	 18.0	10	 5.8	 5.8							CHINA		CHINA:  YUNNAN PROVINCE:  BENZILAN	  28.229	   99.370	30	       5	1			        24	1		3	600	3	55000	4	       5	1			24	1		3	600	3	55000	4
10030		2013	9	7	0	13	 29.0	67	 6.6	 6.6							GUATEMALA		GUATEMALA:  COATEPEQUE, QUETZALTENANGO	  14.643	  -92.104	100	       1	1			        11	1		1		1			       1	1			11	1		1		1		
10039	Tsu	2013	9	24	11	29	 47.0	15	 7.7	 7.7							PAKISTAN		PAKISTAN:  AWARAN, KECH	  26.971	   65.520	60	     386	3			       816	3		4	32638	4	14118	4	     386	3			816	3		4	32638	4	14118	4
10043		2013	9	28	7	34	  7.0	15	 6.8	 6.8							PAKISTAN		PAKISTAN: AWARAN	  27.263	   65.587	60	      22	1											      22	1										
10048		2013	10	15	0	12	 32.0	20	 7.1	 7.1							PHILIPPINES		PHILIPPINES:  BOHOL, CEBU	   9.866	  124.011	170	     186	3	11	1	       583	3	      20.300	3				3	     186	3	11	1	583		      20.600	3				3
10056		2013	11	28	13	51	 36.0	16	 5.6	 5.6							IRAN		IRAN:  BORAZJAN	  29.363	   51.314	140	       8	1			       190	3		2	250	3			       8	1			190	3		2	250	3		
10059		2014	1	2	20	13	 56.0	10	 5.5	 5.5							IRAN		IRAN:  BASTAK	  27.261	   54.428	140	       1	1			        12	1		1				3	       1	1			12	1		1				3
10079	Tsu	2014	4	1	23	46	 46.0	20	 8.2	 8.2							CHILE		CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO	 -19.642	  -70.817	160	       7	1						3			2500	4	       7	1						3			2500	4
10096		2014	5	24	9	25	  3.0	10	 6.9	 6.9							GREECE		GREECE, TURKEY	  40.305	   25.453	130	       3	1			       266	3	     450.000	4				1	       3	1			266	3	    4500.000	4				1
10102		2014	7	7	11	23	 55.0	60	 6.9	 6.9							MEXICO		MEXICO; GUATEMALA:  SAN MARCOS	  14.742	  -92.409	150	       5	1			        12	1		1		1	50	1	       5	1			12	1		1		1	50	1
10104		2014	7	29	10	46	 15.0	95	 6.3	 6.3							MEXICO		MEXICO:  OAXACA	  17.842	  -95.524	150	       1	1			         1	1		1				1	       1	1			1	1		1				1
10103		2014	8	1	4	11	 26.0	10	 5.6	 5.6							ALGERIA		ALGERIA:  ALGIERS	  36.851	    3.161	15	       6	1			       420	3							       6	1			420	3						
10106		2014	8	3	8	30	 13.0	10	 6.1	 6.1							CHINA		CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG	  27.245	  103.427	30	     589	3			      2400	4		3	12000	4			     589	3			2400	4		3	12000	4		
10110		2014	8	24	10	20	 44.0	11	 6.0	 6.0							USA	CA	CALIFORNIA:  NAPA, VALLEJO	  38.220	 -122.313	150	       1	1			       172	3	     700.000	4	126	3	532	3	       1	1			172	3	     700.000	4	126	3	532	3
10116		2014	10	7	13	49	 40.0	11	 6.0	 6.0							CHINA		CHINA:   YUNNAN PROVINCE:  YONGPING	  23.386	  100.487	30	       1	1			       323	3		1		1			       1	1			323	3		1		1		
10193	Tsu	2014	10	14	3	51	 46.0	40	 7.3	 7.3						7	EL SALVADOR		EL SALVADOR:  GULF OF FONSECA	  12.526	  -88.123	100	       1	1						1	5	1	41	1	       1	1						1	5	1	41	1
10121		2014	11	22	8	55	 27.0	15	 5.9	 5.9							CHINA		CHINA:  SICHUAN PROVINCE:  KANGDING	  30.343	  101.720	30	       1	1			        15	1		1	2	1		1	       1	1			15	1		1	2	1		1
10128		2014	12	6	18	43	 46.0	11	 5.6	 5.6							CHINA		CHINA:  YUNNAN PROVINCE:  YONGPING	  23.336	  100.474	30	       1	1			        15	1		2	434	3	17000	4	       1	1			15	1		2	434	3	17000	4
10136		2015	4	20	1	42	 58.0	29	 6.4	 6.4							TAIWAN		TAIWAN:  TAIPEI	  24.194	  122.327	30	       1	1			         1	1	       1.000	1			1	1	       1	1			1	1		1			1	1
10134		2015	4	25	6	11	 25.0	15	 7.8	 7.8							NEPAL		NEPAL:   KATHMANDU	  28.147	   84.708	60	    8200	4	366	3	     17866	4	   10000.000	4	299588	4	269107	4	    8200	4	366	3	17866	4	   10000.000	4	299588	4	269107	4
10141		2015	5	12	7	5	 19.0	15	 7.3	 7.3							NEPAL		NEPAL:   DOLAKHA	  27.837	   86.077	60	     117	3			      2800	4		2		2			     117	2			2800	4		2		2		
10151		2015	6	4	23	15	 43.0	10	 6.0	 6.0							MALAYSIA		MALAYSIA:  SABAH:  LAHAD,DATU,KANAK	   5.987	  116.541	170	      18	1				2		1			23	1	      18	1				2		1			23	1
10152		2015	7	3	1	7	 47.0	20	 6.4	 6.4							CHINA		CHINA:  S. XINJIANG:  HOTAN	  37.468	   78.136		       3	1			       263	3		3	3000	4			       3	1			263	3		3	3000	4		
10148		2015	8	7	1	28	 37.0	10	 5.5	 5.5							RWANDA		RWANDA:  BUKAVU	  -2.102	   28.930	10	       3	1			        30	1							       3	1			30	1						
10156	Tsu	2015	9	16	22	54	 32.0	22	 8.3	 8.3						9	CHILE		CHILE:  CENTRAL	 -31.573	  -71.674	160	       7	1	1	1	        14	1	     600.000	4	2305	4	10044	4	      15	1	1	1	14	1	     600.000	4	2305	4	10044	4
10160		2015	10	17	11	33	  8.0	14	 5.8	 5.8						7	ARGENTINA		ARGENTINA:  GALPON	 -25.420	  -64.444		       1	1			         5	1		1			20	1	       1	1			5	1		1			20	1
10159		2015	10	26	9	9	 32.0	213	 7.5	 7.5							AFGHANISTAN		AFGHANISTAN: HINDU KUSH	  36.441	   70.717	40	     300	3			      1700	4		3	4000	4			     300	3			1700	4		3	4000	4		
10164	Tsu	2015	11	17	7	10	  8.0	11	 6.5	 6.5							GREECE		GREECE:  LEFKADA, KEFALONIA, ITHACA	  38.755	   20.552		       2	1			         4	1		2	1	1		2	       2	1			4	1		2	1	1		2
10168		2015	12	7	7	50	  6.0	26	 7.2	 7.2							TAJIKISTAN		TAJIKISTAN	  38.258	   72.767	40	       2	1				3		3	500	3			       2	1				3		3	500	3		
10169		2015	12	25	19	14	 47.0	203	 6.3	 6.3							AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  NANGARHAR; PAKISTAN	  36.500	   71.132	40	       2	1			        97	2		1		1		1	       2	1			97	2		1		1		1
10170		2016	1	3	23	5	 22.0	55	 6.7	 6.7							INDIA		INDIA:  IMPAHL	  24.834	   93.656	60	      13	1			       100	2		1				2	      13	1			100	2		1				2
10174		2016	2	5	19	57	 27.0	23	 6.4	 6.4							TAIWAN		TAIWAN:  TAINAN	  22.939	  120.593	30	     116	3			       525	3		3					     116	3			525	3		3				
10186		2016	4	10	10	28	 58.0	212	 6.6	 6.6							AFGHANISTAN		AFGHANISTAN:  KHYBER PAKHTUNKHWA	  36.472	   71.131	40	       6	1			         5	1		1			20	1	       6	1			5	1		1			20	1
10177		2016	4	15	16	25	  6.0	10	 7.0	 7.0							JAPAN		JAPAN:  KUMAMOTO, OITA	  32.782	  130.726	30	      50	1			      1500	4	    4600.000	4	80000	4			      50	1			1500	4	    4600.000	4	80000	4		
10176		2016	4	16	23	58	 36.0	21	 7.8	 7.8							ECUADOR		ECUADOR:  NEAR WEST COAST:  PUERTO LOPEZ, SALANGO	    .382	  -79.922	160	     662	3	9	1	      6274	4			6998	4	2740	4	     662	3	9	1	6274	4			6998	4	2740	34
10181		2016	5	18	16	46	 11.0	31	 6.8	 6.8							ECUADOR		ECUADOR:  MANABI PROVINCE	    .465	  -79.641	160	       1	1			       162	3		1		1	32	1	       1	1			162	3		1		1	32	1
10194		2016	8	24	1	36	 33.0	10	 6.2	 6.2						8	ITALY		ITALY:  ACCUMOLI, ARQUATA, AMATRICE	  42.714	   13.172	130	     299	3	15	1	       368	3		3		3		2	     299	3	15	1	368	3		3		3		2
10195		2016	8	24	10	34	 55.0	84	 6.8	 6.8						6	MYANMAR (BURMA)		MYANMAR (BURMA): CHAUK	  20.919	   94.579	60	       3	1			        20	1		2			200	3	       3	1			20	1		2			200	2
10197		2016	9	10	12	27	 33.0	40	 5.9	 5.9							TANZANIA		TANZANIA:  LAKE VICTORIA	  -1.030	   31.560	10	      19	1			       252	3		3	1044	4	6281	4	      19	1			252	3		3	1044	4	6281	4
10201		2016	10	26	19	18	  8.0	10	 6.6	 6.6							ITALY		ITALY:  VISSO, USSITA	  42.934	   13.043	130	       1	1				1		1			1001	4	       1	1				1		1			1001	4
10206	Tsu	2016	11	13	11	2	 56.0	53	 7.8	 7.8							NEW ZEALAND		NEW ZEALAND:  AMBERLEY	 -42.757	  173.077	170	       2	1						2				1	       2	1						2	1	1		1
10232		2016	12	1	22	40	 15.0	10	 6.2	 6.2							PERU		PERU:  PUNO, LAMPA	 -15.294	  -70.823	160	       1	1			        17	1		1	8	1	40	1	       1	1			17	1		1	8	1	40	1
10215		2016	12	6	22	3	 32.0	8	 6.5	 6.5							INDONESIA		INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA	   5.281	   96.108	60	     101	3			       600	3		3	245	3	11922	4	     101	3			857	3		3	245	3	11922	4
10218		2016	12	8	17	38	 46.0	41	 7.8	 7.8							SOLOMON ISLANDS		SOLOMON ISLANDS	 -10.665	  161.335	170	       1	1						1	191	3	126	3	       1	1						1	191	3	126	3
